,filename,path,width,height,class,xmin,ymin,xmax,ymax
249,93.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/93.jpg,471,284,isolator,96,160,106,174
250,93.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/93.jpg,471,284,isolator,117,63,128,93
251,93.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/93.jpg,471,284,isolator,127,45,147,62
252,93.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/93.jpg,471,284,isolator,299,88,331,105
253,93.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/93.jpg,471,284,isolator,313,124,361,152
254,93.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/93.jpg,471,284,isolator,322,148,358,169
255,93.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/93.jpg,471,284,isolator,278,163,292,188
256,93.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/93.jpg,471,284,isolator,250,149,261,169
257,93.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/93.jpg,471,284,isolator,276,191,294,222
258,93.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/93.jpg,471,284,isolator,198,244,216,280
259,1.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/1.jpg,600,400,isolator,96,130,221,398
260,1.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/1.jpg,600,400,isolator,252,134,469,400
261,1.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/1.jpg,600,400,isolator,305,134,600,399
262,1.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/1.jpg,600,400,isolator,96,131,597,400
263,68.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/68.jpg,800,588,isolator,448,132,526,207
264,68.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/68.jpg,800,588,isolator,657,181,734,258
265,68.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/68.jpg,800,588,isolator,533,298,608,373
266,68.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/68.jpg,800,588,isolator,146,213,225,288
267,68.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/68.jpg,800,588,isolator,39,315,112,384
268,68.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/68.jpg,800,588,isolator,245,365,314,428
269,76.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/76.jpg,200,200,isolator,1,1,200,186
270,122.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/122.jpg,640,447,isolator,221,145,366,339
271,141.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/141.jpg,640,446,isolator,123,1,198,150
272,141.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/141.jpg,640,446,isolator,26,203,124,373
273,141.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/141.jpg,640,446,isolator,88,215,180,359
274,141.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/141.jpg,640,446,isolator,490,245,598,375
275,141.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/141.jpg,640,446,isolator,590,47,626,185
276,90.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/90.jpg,800,504,isolator,149,141,350,236
277,90.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/90.jpg,800,504,isolator,529,357,658,495
278,103.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/103.jpg,450,358,isolator,103,92,360,152
279,103.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/103.jpg,450,358,isolator,35,203,342,274
280,145.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/145.jpg,640,426,isolator,214,109,272,270
281,145.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/145.jpg,640,426,isolator,337,374,409,426
282,145.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/145.jpg,640,426,isolator,555,301,640,357
283,144.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/144.jpg,537,350,isolator,127,1,289,94
284,144.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/144.jpg,537,350,isolator,89,97,511,329
285,153.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/153.jpg,350,227,isolator,27,151,142,199
286,153.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/153.jpg,350,227,isolator,172,22,314,176
287,111.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/111.jpg,450,299,isolator,21,32,378,163
288,111.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/111.jpg,450,299,isolator,291,145,331,168
289,111.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/111.jpg,450,299,isolator,23,177,381,296
290,36.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/36.jpg,450,321,isolator,3,15,433,161
291,36.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/36.jpg,450,321,isolator,7,189,437,321
292,36.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/36.jpg,450,321,isolator,3,16,434,71
293,36.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/36.jpg,450,321,isolator,4,108,434,161
294,36.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/36.jpg,450,321,isolator,7,188,434,244
295,36.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/36.jpg,450,321,isolator,8,275,438,320
296,107.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/107.jpg,424,283,isolator,97,27,116,44
297,107.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/107.jpg,424,283,isolator,119,20,138,38
298,107.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/107.jpg,424,283,isolator,126,52,144,69
299,107.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/107.jpg,424,283,isolator,148,46,168,64
300,107.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/107.jpg,424,283,isolator,186,85,205,101
301,107.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/107.jpg,424,283,isolator,166,90,183,106
302,107.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/107.jpg,424,283,isolator,244,151,274,178
303,107.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/107.jpg,424,283,isolator,172,172,202,196
304,107.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/107.jpg,424,283,isolator,104,192,132,215
305,72.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/72.jpg,450,600,isolator,140,37,286,570
306,95.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/95.jpg,800,535,isolator,114,82,327,208
307,95.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/95.jpg,800,535,isolator,418,329,530,483
308,20.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/20.jpg,800,588,isolator,198,249,415,385
309,155.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/155.jpg,800,450,isolator,221,279,325,348
310,155.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/155.jpg,800,450,isolator,288,341,307,380
311,155.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/155.jpg,800,450,isolator,338,360,364,399
312,155.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/155.jpg,800,450,isolator,339,204,380,235
313,155.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/155.jpg,800,450,isolator,451,42,513,98
314,155.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/155.jpg,800,450,isolator,525,101,550,130
315,155.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/155.jpg,800,450,isolator,573,12,619,60
316,155.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/155.jpg,800,450,isolator,638,77,689,119
317,155.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/155.jpg,800,450,isolator,677,248,707,281
318,155.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/155.jpg,800,450,isolator,703,276,749,316
319,8.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/8.jpg,450,320,isolator,135,62,363,148
320,8.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/8.jpg,450,320,isolator,140,133,254,287
321,113.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/113.jpg,134,179,isolator,44,49,98,163
322,14.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/14.jpg,500,355,isolator,1,67,295,226
323,14.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/14.jpg,500,355,isolator,376,141,469,183
324,147.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/147.jpg,460,272,isolator,33,1,358,237
325,27.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/27.jpg,448,320,isolator,119,22,177,61
326,27.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/27.jpg,448,320,isolator,258,28,316,65
327,27.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/27.jpg,448,320,isolator,258,133,316,172
328,27.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/27.jpg,448,320,isolator,112,122,173,161
329,27.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/27.jpg,448,320,isolator,104,224,167,263
330,27.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/27.jpg,448,320,isolator,255,235,317,272
331,160.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/160.jpg,150,130,isolator,80,18,106,106
332,98.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/98.jpg,537,350,isolator,179,1,331,334
333,96.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/96.jpg,800,588,isolator,278,42,628,199
334,96.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/96.jpg,800,588,isolator,152,311,588,503
335,73.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/73.jpg,620,470,isolator,148,142,438,357
336,69.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/69.jpg,347,540,isolator,59,69,104,194
337,69.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/69.jpg,347,540,isolator,151,43,251,190
338,69.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/69.jpg,347,540,isolator,251,315,290,443
339,69.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/69.jpg,347,540,isolator,100,428,222,520
340,58.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/58.jpg,800,587,isolator,139,129,229,216
341,58.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/58.jpg,800,587,isolator,357,204,442,287
342,58.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/58.jpg,800,587,isolator,596,289,675,366
343,143.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/143.jpg,650,600,isolator,191,179,218,272
344,143.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/143.jpg,650,600,isolator,434,319,454,402
345,61.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/61.jpg,300,398,isolator,70,32,203,312
346,94.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/94.jpg,800,533,isolator,306,154,496,241
347,156.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/156.jpg,371,536,isolator,18,251,54,333
348,156.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/156.jpg,371,536,isolator,309,95,339,179
349,156.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/156.jpg,371,536,isolator,314,273,345,347
350,139.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/139.jpg,640,480,isolator,30,131,132,202
351,139.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/139.jpg,640,480,isolator,248,73,367,118
352,139.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/139.jpg,640,480,isolator,436,314,525,341
353,139.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/139.jpg,640,480,isolator,189,358,263,400
354,41.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/41.jpg,450,319,isolator,206,33,256,75
355,41.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/41.jpg,450,319,isolator,196,119,243,162
356,41.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/41.jpg,450,319,isolator,181,197,227,236
357,42.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/42.jpg,450,330,isolator,226,113,328,165
358,42.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/42.jpg,450,330,isolator,353,206,448,248
359,42.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/42.jpg,450,330,isolator,1,190,60,247
360,42.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/42.jpg,450,330,isolator,111,262,191,309
361,10.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/10.jpg,381,265,isolator,213,38,315,130
362,10.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/10.jpg,381,265,isolator,56,119,160,213
363,9.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/9.jpg,640,493,isolator,375,73,526,123
364,9.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/9.jpg,640,493,isolator,243,246,381,288
365,9.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/9.jpg,640,493,isolator,156,395,279,425
366,138.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/138.jpg,346,540,isolator,122,112,208,394
367,158.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/158.jpg,640,480,isolator,211,25,316,107
368,158.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/158.jpg,640,480,isolator,354,144,464,230
369,158.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/158.jpg,640,480,isolator,500,287,560,351
370,158.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/158.jpg,640,480,isolator,82,252,187,334
371,158.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/158.jpg,640,480,isolator,227,393,284,456
372,158.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/158.jpg,640,480,isolator,299,70,350,111
373,70.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/70.jpg,800,587,isolator,69,98,114,149
374,70.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/70.jpg,800,587,isolator,403,177,459,231
375,70.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/70.jpg,800,587,isolator,696,255,755,304
376,70.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/70.jpg,800,587,isolator,604,340,655,383
377,70.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/70.jpg,800,587,isolator,327,273,376,320
378,70.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/70.jpg,800,587,isolator,19,201,58,253
379,163.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/163.jpg,640,426,isolator,343,145,424,412
380,149.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/149.jpg,640,444,isolator,231,216,417,244
381,149.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/149.jpg,640,444,isolator,71,389,245,415
382,149.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/149.jpg,640,444,isolator,423,8,628,42
383,149.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/149.jpg,640,444,isolator,541,31,570,177
384,149.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/149.jpg,640,444,isolator,514,231,640,288
385,149.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/149.jpg,640,444,isolator,327,243,352,354
386,149.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/149.jpg,640,444,isolator,338,403,412,424
387,54.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/54.jpg,366,366,isolator,71,1,228,366
388,54.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/54.jpg,366,366,isolator,1,188,222,346
389,54.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/54.jpg,366,366,isolator,135,9,190,67
390,67.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/67.jpg,375,600,isolator,133,30,243,151
391,67.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/67.jpg,375,600,isolator,102,206,220,331
392,67.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/67.jpg,375,600,isolator,62,389,186,523
393,67.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/67.jpg,375,600,isolator,341,391,375,467
394,67.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/67.jpg,375,600,isolator,359,213,375,270
395,4.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/4.jpg,800,588,isolator,123,83,497,363
396,4.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/4.jpg,800,588,isolator,381,223,662,425
397,3.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/3.jpg,800,588,isolator,2,23,800,499
398,129.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/129.jpg,640,434,isolator,269,178,387,351
399,74.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/74.jpg,800,588,isolator,132,129,320,221
400,74.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/74.jpg,800,588,isolator,237,237,511,319
401,18.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/18.jpg,800,588,isolator,211,179,507,366
402,64.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/64.jpg,800,590,isolator,215,37,316,108
403,64.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/64.jpg,800,590,isolator,460,49,564,117
404,64.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/64.jpg,800,590,isolator,201,219,309,290
405,64.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/64.jpg,800,590,isolator,460,240,565,305
406,64.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/64.jpg,800,590,isolator,187,399,297,471
407,64.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/64.jpg,800,590,isolator,454,418,564,488
408,40.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/40.jpg,450,299,isolator,1,1,312,270
409,40.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/40.jpg,450,299,isolator,1,102,450,298
410,28.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/28.jpg,346,540,isolator,159,133,257,350
411,28.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/28.jpg,346,540,isolator,89,499,112,520
412,79.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/79.jpg,537,350,isolator,212,15,537,173
413,79.jpg,/home/bartek/Workspace/isolators/data/isolators/train_images/79.jpg,537,350,isolator,25,218,338,350
